,object_id,creation_time,creation_source,last_session_creation_time,opted_in_to_mailing_list,enabled_for_marketing_drip,org_id,invited_by_user_id,label
2736,2737,2013-01-28 18:11:52,PERSONAL_PROJECTS,,0,1,346,,
2737,2738,2013-03-24 20:05:39,SIGNUP_GOOGLE_AUTH,1364155539.0,0,0,67,,not adopted
2738,2739,2012-11-12 20:33:26,SIGNUP,1401827606.0,0,0,11,,adopted
2739,2740,2014-03-04 18:08:40,GUEST_INVITE,1393956520.0,0,0,111,9010.0,not adopted
2740,2741,2013-08-10 18:28:08,SIGNUP_GOOGLE_AUTH,1376159288.0,0,0,169,,not adopted
2741,2742,2014-01-30 07:49:54,SIGNUP_GOOGLE_AUTH,1391068194.0,0,0,15,,not adopted
2742,2743,2013-01-24 00:54:21,SIGNUP_GOOGLE_AUTH,1359075261.0,1,1,44,,not adopted
2743,2744,2012-08-23 03:21:51,PERSONAL_PROJECTS,1401160911.0,1,0,179,,adopted
2744,2745,2013-11-10 08:38:41,SIGNUP,1384072721.0,0,0,74,,not adopted
2745,2746,2012-12-22 05:34:42,PERSONAL_PROJECTS,1365658482.0,0,0,121,,not adopted
2746,2747,2012-06-21 15:01:56,SIGNUP_GOOGLE_AUTH,1342191716.0,0,0,258,,not adopted
2747,2748,2013-12-15 23:26:24,ORG_INVITE,1387149984.0,0,0,208,2795.0,not adopted
2748,2749,2013-04-15 22:39:34,ORG_INVITE,,0,0,144,2512.0,
2749,2750,2014-03-18 03:07:21,ORG_INVITE,1401851241.0,0,0,0,10289.0,adopted
2750,2751,2012-08-22 17:26:44,GUEST_INVITE,,0,0,178,10680.0,
2751,2752,2013-10-12 22:10:03,ORG_INVITE,1381615803.0,0,0,31,8202.0,not adopted
2752,2753,2013-11-20 11:28:25,SIGNUP_GOOGLE_AUTH,1384946905.0,0,0,151,,not adopted
2753,2754,2014-02-18 01:50:38,ORG_INVITE,1392774638.0,0,0,179,2744.0,not adopted
2754,2755,2013-08-11 18:34:44,GUEST_INVITE,1376246084.0,1,0,0,7477.0,not adopted
2755,2756,2012-12-06 09:59:36,SIGNUP,1354874376.0,1,0,86,,not adopted
2756,2757,2014-03-13 15:25:18,GUEST_INVITE,,0,0,165,450.0,
2757,2758,2013-12-07 21:49:27,PERSONAL_PROJECTS,,1,1,85,,
2758,2759,2013-12-16 18:52:46,SIGNUP_GOOGLE_AUTH,1387219966.0,0,0,8,,not adopted
2759,2760,2013-08-17 22:19:09,ORG_INVITE,1379110749.0,0,0,184,10152.0,not adopted
2760,2761,2014-05-25 16:06:20,ORG_INVITE,,0,0,176,5224.0,
2761,2762,2013-10-28 02:40:24,ORG_INVITE,1401763224.0,0,0,136,8575.0,adopted
2762,2763,2014-05-16 05:13:41,GUEST_INVITE,1400303621.0,1,1,95,4237.0,not adopted
2763,2764,2013-09-04 07:13:24,SIGNUP,1378278804.0,0,0,5,,not adopted
2764,2765,2012-06-29 13:11:26,GUEST_INVITE,1341234686.0,1,1,334,2765.0,not adopted
2765,2766,2013-02-08 10:21:54,SIGNUP,1360318914.0,0,0,63,,not adopted
2766,2767,2013-05-10 06:08:16,SIGNUP,1368338896.0,1,1,20,,not adopted
2767,2768,2013-04-15 08:16:29,GUEST_INVITE,1366100189.0,0,0,60,2354.0,not adopted
2768,2769,2013-01-08 02:11:36,PERSONAL_PROJECTS,,0,0,135,,
2769,2770,2013-09-14 19:43:50,GUEST_INVITE,,0,0,188,4541.0,
2770,2771,2012-08-19 17:23:19,GUEST_INVITE,1401038599.0,1,0,320,2531.0,adopted
2771,2772,2014-05-26 07:06:29,GUEST_INVITE,1401087989.0,1,0,21,10139.0,not adopted
2772,2773,2014-05-11 09:42:48,PERSONAL_PROJECTS,,0,0,1,,
2773,2774,2013-07-02 14:55:00,PERSONAL_PROJECTS,1372776900.0,0,0,43,,not adopted
2774,2775,2014-01-28 02:15:44,ORG_INVITE,1391048144.0,0,1,238,10702.0,not adopted
2775,2776,2012-09-07 02:12:26,ORG_INVITE,1351649546.0,0,0,24,11085.0,not adopted
2776,2777,2014-05-27 05:52:21,GUEST_INVITE,1401256341.0,0,1,208,8923.0,not adopted
2777,2778,2013-06-28 00:16:45,PERSONAL_PROJECTS,1372810605.0,0,0,10,,not adopted
2778,2779,2012-10-13 23:19:20,SIGNUP_GOOGLE_AUTH,1350256760.0,0,0,140,,not adopted
2779,2780,2014-05-27 21:42:43,ORG_INVITE,,0,0,178,10680.0,
2780,2781,2014-05-29 18:17:00,ORG_INVITE,1401560220.0,0,0,360,9732.0,not adopted
2781,2782,2013-12-13 06:30:16,SIGNUP,1390977016.0,0,0,78,,not adopted
2782,2783,2013-06-17 23:58:44,GUEST_INVITE,1371513524.0,0,0,211,5609.0,not adopted
2783,2784,2013-12-16 19:18:30,GUEST_INVITE,,0,0,138,8276.0,
2784,2785,2013-04-03 21:14:31,GUEST_INVITE,1365196471.0,1,1,261,3691.0,not adopted
2785,2786,2014-02-09 19:29:01,SIGNUP,1395948541.0,0,0,16,,not adopted
2786,2787,2012-07-19 08:45:39,ORG_INVITE,1354178739.0,0,0,6,4954.0,adopted
2787,2788,2014-04-24 12:09:10,ORG_INVITE,1398341350.0,1,1,199,11764.0,not adopted
2788,2789,2013-08-22 17:10:41,ORG_INVITE,1377191441.0,0,0,35,10586.0,not adopted
2789,2790,2013-05-06 11:56:45,ORG_INVITE,1367841405.0,0,0,13,6170.0,not adopted
2790,2791,2013-03-25 02:41:22,SIGNUP,1364179282.0,0,0,256,,not adopted
2791,2792,2014-04-25 10:22:10,ORG_INVITE,1398421330.0,1,0,241,4689.0,not adopted
2792,2793,2013-08-30 03:14:26,ORG_INVITE,1377918866.0,0,1,192,6499.0,not adopted
2793,2794,2013-10-04 10:46:08,ORG_INVITE,1381056368.0,0,0,217,6370.0,not adopted
2794,2795,2012-06-09 01:48:35,PERSONAL_PROJECTS,1339638515.0,0,0,208,,not adopted
2795,2796,2013-09-13 15:14:19,ORG_INVITE,1379258059.0,0,0,126,678.0,not adopted
2796,2797,2013-07-28 23:33:27,SIGNUP,1375227207.0,0,0,358,,not adopted
2797,2798,2014-03-07 03:18:00,ORG_INVITE,1398655080.0,0,0,404,6070.0,adopted
2798,2799,2014-05-26 16:33:41,ORG_INVITE,1401208421.0,0,0,281,690.0,not adopted
2799,2800,2014-03-31 19:25:59,ORG_INVITE,1396380359.0,0,1,352,5678.0,not adopted
2800,2801,2013-01-21 11:02:20,SIGNUP,,0,0,257,,
2801,2802,2013-12-05 15:00:30,ORG_INVITE,1386342030.0,0,0,15,2147.0,not adopted
2802,2803,2012-06-14 09:12:39,ORG_INVITE,,0,0,369,6713.0,
2803,2804,2013-04-27 14:02:49,ORG_INVITE,1367330569.0,0,0,115,2128.0,not adopted
2804,2805,2013-08-02 07:51:09,SIGNUP_GOOGLE_AUTH,1375429869.0,0,0,1,,not adopted
2805,2806,2012-06-26 17:23:39,PERSONAL_PROJECTS,,0,0,17,,
2806,2807,2014-01-28 02:29:24,SIGNUP_GOOGLE_AUTH,1391048964.0,0,0,233,,not adopted
2807,2808,2013-10-19 11:58:15,PERSONAL_PROJECTS,,0,0,5,,
2808,2809,2013-10-01 01:01:21,SIGNUP,1401670881.0,0,0,16,,adopted
2809,2810,2014-04-26 12:56:56,SIGNUP,1398517016.0,1,0,276,,not adopted
2810,2811,2014-04-16 09:49:20,ORG_INVITE,,1,0,95,6050.0,
2811,2812,2014-02-28 07:27:07,PERSONAL_PROJECTS,1393572427.0,0,0,33,,not adopted
2812,2813,2014-04-21 20:18:53,PERSONAL_PROJECTS,,0,0,4,,
2813,2814,2013-02-12 17:47:59,SIGNUP_GOOGLE_AUTH,1360691279.0,0,0,411,,not adopted
2814,2815,2012-11-09 14:17:45,SIGNUP_GOOGLE_AUTH,1352816265.0,1,0,180,,not adopted
2815,2816,2013-05-01 17:59:32,ORG_INVITE,1367603972.0,0,0,7,2994.0,not adopted
2816,2817,2012-11-17 05:24:41,PERSONAL_PROJECTS,1356240281.0,0,0,404,,not adopted
2817,2818,2014-02-25 01:30:28,SIGNUP_GOOGLE_AUTH,1399685428.0,1,1,242,,not adopted
2818,2819,2013-10-30 09:58:14,PERSONAL_PROJECTS,,0,0,184,,
2819,2820,2012-08-16 05:40:54,PERSONAL_PROJECTS,,0,0,180,,
2820,2821,2013-11-11 08:09:56,SIGNUP,1384416596.0,0,0,13,,not adopted
2821,2822,2013-03-03 10:12:40,SIGNUP,1362391960.0,0,0,36,,not adopted
2822,2823,2012-10-07 08:14:17,GUEST_INVITE,,0,0,28,7110.0,
2823,2824,2014-05-16 21:25:43,GUEST_INVITE,1400275543.0,0,0,63,5939.0,not adopted
2824,2825,2013-01-02 21:52:51,PERSONAL_PROJECTS,1357163571.0,1,0,61,,not adopted
2825,2826,2013-04-28 15:38:13,ORG_INVITE,1367163493.0,0,0,362,2331.0,not adopted
2826,2827,2014-05-05 19:14:09,GUEST_INVITE,1401563649.0,0,0,155,2318.0,not adopted
2827,2828,2014-05-28 07:34:16,ORG_INVITE,1401435256.0,1,0,88,9480.0,not adopted
2828,2829,2013-07-24 01:50:09,ORG_INVITE,,0,0,132,704.0,
2829,2830,2012-11-22 18:00:02,ORG_INVITE,,0,0,15,11145.0,
2830,2831,2013-08-06 13:25:14,SIGNUP_GOOGLE_AUTH,1375795514.0,1,0,336,,not adopted
2831,2832,2013-10-23 23:30:06,ORG_INVITE,1396567806.0,0,0,72,1270.0,adopted
2832,2833,2014-01-21 11:30:09,ORG_INVITE,,0,0,59,1814.0,
2833,2834,2013-05-06 18:05:55,SIGNUP,1367949955.0,0,0,91,,not adopted
2834,2835,2014-05-21 09:14:47,SIGNUP,1400750087.0,0,0,23,,not adopted
2835,2836,2013-12-06 04:07:08,SIGNUP,1400645228.0,0,1,387,,adopted
2836,2837,2012-10-20 08:09:54,ORG_INVITE,1350979794.0,1,0,223,860.0,not adopted
2837,2838,2014-03-04 20:02:23,PERSONAL_PROJECTS,,0,0,103,,
2838,2839,2013-12-09 21:36:17,ORG_INVITE,,0,0,378,4594.0,
2839,2840,2014-05-06 13:46:20,GUEST_INVITE,,1,0,4,9455.0,
2840,2841,2013-08-20 04:54:28,ORG_INVITE,1401252868.0,0,0,372,7213.0,adopted
2841,2842,2012-09-06 08:12:40,PERSONAL_PROJECTS,,0,0,179,,
2842,2843,2013-02-18 01:14:54,GUEST_INVITE,1365902094.0,1,1,93,5785.0,adopted
2843,2844,2013-01-01 01:37:45,GUEST_INVITE,1357177065.0,0,0,4,8856.0,not adopted
2844,2845,2012-11-30 05:17:57,PERSONAL_PROJECTS,1354598277.0,0,0,48,,not adopted
2845,2846,2013-02-24 22:18:07,GUEST_INVITE,1361744287.0,1,0,1,5880.0,not adopted
2846,2847,2013-05-05 14:14:00,SIGNUP,1368281640.0,0,0,29,,not adopted
2847,2848,2014-03-28 19:50:07,ORG_INVITE,,0,0,246,7589.0,
2848,2849,2014-03-23 20:01:35,GUEST_INVITE,1395691295.0,0,0,304,11848.0,not adopted
2849,2850,2014-05-24 06:09:35,GUEST_INVITE,,0,0,52,2872.0,
2850,2851,2014-01-19 18:47:36,ORG_INVITE,1401907656.0,0,0,217,6370.0,adopted
2851,2852,2013-10-15 05:01:05,SIGNUP,1381899665.0,1,0,73,,not adopted
2852,2853,2013-10-23 01:59:46,PERSONAL_PROJECTS,,0,0,280,,
2853,2854,2014-02-15 03:31:08,PERSONAL_PROJECTS,,0,0,67,,
2854,2855,2012-08-23 02:29:55,ORG_INVITE,,0,0,203,7698.0,
2855,2856,2012-06-27 07:06:05,PERSONAL_PROJECTS,,0,1,86,,
2856,2857,2013-11-11 14:39:24,GUEST_INVITE,1386340764.0,1,0,216,5579.0,adopted
2857,2858,2014-02-14 21:57:04,SIGNUP,1392415024.0,0,0,17,,not adopted
2858,2859,2014-01-22 07:30:05,SIGNUP_GOOGLE_AUTH,1401867005.0,0,1,145,,adopted
2859,2860,2014-05-27 21:45:15,ORG_INVITE,1401227115.0,0,0,345,1155.0,not adopted
2860,2861,2012-11-16 22:44:16,ORG_INVITE,1353365056.0,0,0,104,376.0,not adopted
2861,2862,2013-07-13 05:57:57,ORG_INVITE,1373781477.0,0,0,7,11628.0,not adopted
2862,2863,2013-06-05 14:02:22,GUEST_INVITE,1373464942.0,1,1,54,5893.0,not adopted
2863,2864,2013-01-18 15:32:11,PERSONAL_PROJECTS,,0,0,248,,
2864,2865,2013-11-17 14:10:54,GUEST_INVITE,1385043054.0,0,0,145,9330.0,not adopted
2865,2866,2013-03-26 04:29:43,SIGNUP_GOOGLE_AUTH,1373689783.0,0,0,280,,adopted
2866,2867,2013-11-28 08:11:10,ORG_INVITE,1385712670.0,0,0,374,2040.0,not adopted
2867,2868,2013-03-26 15:11:12,GUEST_INVITE,1364310672.0,0,0,236,7502.0,not adopted
2868,2869,2013-10-08 13:32:57,SIGNUP,,0,0,21,,
2869,2870,2014-02-19 09:37:07,GUEST_INVITE,1401701827.0,0,0,235,2519.0,adopted
2870,2871,2012-09-28 17:52:15,SIGNUP_GOOGLE_AUTH,1349113935.0,1,1,47,,not adopted
2871,2872,2012-11-05 15:33:48,ORG_INVITE,1352216028.0,0,0,52,4331.0,not adopted
2872,2873,2013-05-26 11:18:02,SIGNUP_GOOGLE_AUTH,1376219882.0,0,0,247,,not adopted
2873,2874,2014-05-02 18:33:09,ORG_INVITE,1399228389.0,0,0,20,1356.0,not adopted
2874,2875,2014-04-16 00:57:34,SIGNUP,1397869054.0,1,0,65,,not adopted
2875,2876,2013-06-23 09:31:49,PERSONAL_PROJECTS,,1,0,185,,
2876,2877,2013-01-06 13:55:10,SIGNUP,1359381310.0,1,1,87,,not adopted
2877,2878,2012-08-19 02:58:41,ORG_INVITE,1345517921.0,0,0,36,2579.0,not adopted
2878,2879,2014-02-06 21:55:31,ORG_INVITE,1391723731.0,0,1,354,10809.0,not adopted
2879,2880,2013-04-16 04:43:59,GUEST_INVITE,1366173839.0,0,0,7,4043.0,not adopted
2880,2881,2013-02-27 18:12:42,ORG_INVITE,1400955162.0,0,0,321,5173.0,adopted
2881,2882,2013-11-03 07:16:54,SIGNUP_GOOGLE_AUTH,1384499814.0,0,0,81,,not adopted
2882,2883,2013-10-25 23:03:11,PERSONAL_PROJECTS,1382742191.0,0,0,348,,not adopted
2883,2884,2014-05-30 07:59:36,SIGNUP_GOOGLE_AUTH,1401523176.0,0,0,17,,not adopted
2884,2885,2013-02-13 21:03:40,ORG_INVITE,1361048620.0,0,0,85,7338.0,not adopted
2885,2886,2013-07-14 03:03:24,ORG_INVITE,1378609404.0,0,0,47,3560.0,adopted
2886,2887,2013-10-04 01:23:08,ORG_INVITE,1397524988.0,0,0,363,2632.0,adopted
2887,2888,2014-02-08 12:15:26,ORG_INVITE,,0,0,280,7462.0,
2888,2889,2013-07-26 14:14:05,ORG_INVITE,1401372845.0,1,0,401,7201.0,adopted
2889,2890,2013-02-25 19:42:46,GUEST_INVITE,1365622966.0,0,0,192,9764.0,not adopted
2890,2891,2013-11-15 02:35:51,SIGNUP,1401158151.0,0,0,30,,adopted
2891,2892,2013-08-26 15:36:30,PERSONAL_PROJECTS,,0,0,27,,
2892,2893,2013-11-15 03:53:27,ORG_INVITE,,0,0,260,8817.0,
2893,2894,2013-03-17 17:15:35,ORG_INVITE,1363886135.0,1,0,55,9039.0,not adopted
2894,2895,2013-07-27 16:29:34,GUEST_INVITE,1401294574.0,0,0,109,11285.0,adopted
2895,2896,2013-08-07 05:37:06,SIGNUP_GOOGLE_AUTH,1375853826.0,0,0,33,,not adopted
2896,2897,2012-06-03 12:18:34,SIGNUP_GOOGLE_AUTH,1338898714.0,0,0,401,,not adopted
2897,2898,2014-03-02 15:19:42,ORG_INVITE,,1,1,4,1313.0,
2898,2899,2013-08-26 23:24:15,ORG_INVITE,,0,0,185,4827.0,
2899,2900,2013-03-15 04:56:43,GUEST_INVITE,1364705803.0,0,0,379,7581.0,not adopted
2900,2901,2013-04-09 23:30:37,ORG_INVITE,1365550237.0,0,1,197,4320.0,not adopted
2901,2902,2013-07-28 15:34:50,GUEST_INVITE,,0,0,203,7698.0,
2902,2903,2013-12-14 18:24:26,GUEST_INVITE,,0,0,254,1262.0,
2903,2904,2012-09-28 18:23:26,ORG_INVITE,,0,0,60,2354.0,
2904,2905,2013-11-02 02:32:43,SIGNUP,1383532363.0,1,1,11,,not adopted
2905,2906,2014-05-29 09:36:27,GUEST_INVITE,1401356187.0,1,1,235,2519.0,not adopted
2906,2907,2014-05-21 02:28:00,SIGNUP,1400639280.0,0,0,7,,not adopted
2907,2908,2012-11-15 14:03:31,PERSONAL_PROJECTS,1352988211.0,1,0,0,,not adopted
2908,2909,2013-12-26 20:14:27,GUEST_INVITE,1388088867.0,1,1,53,8494.0,not adopted
2909,2910,2014-05-22 05:10:37,ORG_INVITE,1400821837.0,1,0,37,11746.0,not adopted
2910,2911,2012-10-30 15:06:30,ORG_INVITE,1351695990.0,0,0,61,8809.0,not adopted
2911,2912,2013-03-22 07:18:12,ORG_INVITE,1363936692.0,0,0,24,5221.0,not adopted
2912,2913,2013-06-09 01:10:12,ORG_INVITE,,0,0,125,2714.0,
2913,2914,2014-05-21 01:25:09,GUEST_INVITE,1400721909.0,1,1,278,10314.0,not adopted
2914,2915,2012-06-25 19:45:24,GUEST_INVITE,1401047124.0,1,0,173,2915.0,adopted
2915,2916,2013-04-04 18:16:52,SIGNUP_GOOGLE_AUTH,1365099412.0,0,0,4,,not adopted
2916,2917,2012-08-19 00:38:51,ORG_INVITE,1347669531.0,0,0,91,7345.0,not adopted
2917,2918,2013-04-26 18:18:38,PERSONAL_PROJECTS,1383761918.0,0,1,100,,adopted
2918,2919,2013-07-08 02:22:04,ORG_INVITE,,0,0,59,7254.0,
2919,2920,2012-06-30 09:43:51,SIGNUP_GOOGLE_AUTH,1342950231.0,0,0,226,,not adopted
2920,2921,2014-01-01 08:07:02,ORG_INVITE,1401869222.0,0,0,207,1826.0,adopted
2921,2922,2012-06-22 21:59:57,PERSONAL_PROJECTS,,0,1,123,,
2922,2923,2013-01-14 23:45:09,ORG_INVITE,1358207109.0,1,0,278,2923.0,not adopted
2923,2924,2013-01-28 21:45:32,ORG_INVITE,1360100732.0,0,0,316,10550.0,not adopted
2924,2925,2013-04-26 19:25:37,GUEST_INVITE,1371237937.0,0,0,47,10613.0,not adopted
2925,2926,2014-01-23 01:07:29,ORG_INVITE,1390525649.0,0,0,123,2922.0,not adopted
2926,2927,2012-07-24 14:58:32,SIGNUP_GOOGLE_AUTH,1343141912.0,1,1,18,,not adopted
2927,2928,2012-10-06 13:21:22,PERSONAL_PROJECTS,,0,0,3,,
2928,2929,2014-02-18 09:52:41,SIGNUP,1392976361.0,0,0,349,,not adopted
2929,2930,2013-09-09 19:14:36,GUEST_INVITE,,0,0,360,4467.0,
2930,2931,2013-02-05 05:50:35,SIGNUP,1400478635.0,0,1,98,,adopted
2931,2932,2013-10-26 10:42:20,GUEST_INVITE,1382784140.0,1,0,346,9476.0,not adopted
2932,2933,2014-05-20 00:42:40,GUEST_INVITE,1400978560.0,0,0,198,496.0,not adopted
2933,2934,2012-12-24 03:11:25,SIGNUP,1356318685.0,1,1,34,,not adopted
2934,2935,2014-04-06 05:15:42,SIGNUP,1397020542.0,1,1,394,,not adopted
2935,2936,2014-04-10 16:09:06,PERSONAL_PROJECTS,1397491746.0,0,0,324,,not adopted
2936,2937,2012-12-13 22:20:43,ORG_INVITE,1355869243.0,0,0,79,10119.0,not adopted
2937,2938,2012-07-02 15:37:37,GUEST_INVITE,,0,0,163,1175.0,
2938,2939,2013-07-09 14:22:05,SIGNUP,1401891725.0,1,0,7,,adopted
2939,2940,2014-05-21 16:25:57,SIGNUP,1401726357.0,1,1,102,,not adopted
2940,2941,2013-08-31 23:17:12,SIGNUP_GOOGLE_AUTH,1377991032.0,0,1,50,,not adopted
2941,2942,2013-03-07 11:44:46,GUEST_INVITE,1362656686.0,0,0,52,11973.0,not adopted
2942,2943,2013-12-23 15:44:20,GUEST_INVITE,1388159060.0,1,1,283,790.0,not adopted
2943,2944,2014-05-03 21:21:36,SIGNUP,1399324896.0,0,0,40,,not adopted
2944,2945,2014-02-07 20:51:59,SIGNUP_GOOGLE_AUTH,1401310319.0,0,0,261,,adopted
2945,2946,2013-01-15 09:44:54,ORG_INVITE,1364809494.0,1,1,3,8115.0,adopted
2946,2947,2013-09-26 01:58:05,SIGNUP,1380419885.0,1,0,140,,not adopted
2947,2948,2013-10-25 05:03:46,ORG_INVITE,1401771826.0,1,0,190,1469.0,adopted
2948,2949,2014-04-27 13:15:47,GUEST_INVITE,1400937347.0,0,1,158,6215.0,not adopted
2949,2950,2014-05-09 09:06:19,GUEST_INVITE,1399626379.0,0,0,2,7791.0,not adopted
2950,2951,2013-12-12 06:15:39,GUEST_INVITE,1386828939.0,1,0,100,10741.0,not adopted
2951,2952,2014-01-17 17:20:20,SIGNUP,1401816020.0,0,0,341,,adopted
2952,2953,2013-11-28 00:58:51,ORG_INVITE,,0,0,21,7736.0,
2953,2954,2012-08-24 15:20:14,SIGNUP,1346512814.0,0,0,15,,not adopted
2954,2955,2013-06-28 17:34:45,ORG_INVITE,1372440885.0,1,0,247,5644.0,not adopted
2955,2956,2013-11-17 14:02:36,GUEST_INVITE,,0,0,231,510.0,
2956,2957,2013-11-29 04:27:04,GUEST_INVITE,,0,0,322,5527.0,
2957,2958,2012-07-07 05:23:53,ORG_INVITE,1341638633.0,0,1,36,2132.0,not adopted
2958,2959,2013-07-04 15:08:39,SIGNUP,1372950519.0,1,1,371,,not adopted
2959,2960,2013-05-28 18:57:04,ORG_INVITE,,0,0,220,11028.0,
2960,2961,2014-03-20 00:44:40,SIGNUP_GOOGLE_AUTH,1401324280.0,1,1,44,,not adopted
2961,2962,2012-06-26 19:05:05,SIGNUP,1340823905.0,0,0,116,,not adopted
2962,2963,2013-04-14 10:44:35,PERSONAL_PROJECTS,1366022675.0,1,0,280,,not adopted
2963,2964,2014-05-28 09:12:33,PERSONAL_PROJECTS,1401527553.0,0,0,39,,not adopted
2964,2965,2013-10-31 04:41:54,SIGNUP_GOOGLE_AUTH,1383280914.0,0,0,47,,not adopted
2965,2966,2013-11-29 05:35:30,SIGNUP_GOOGLE_AUTH,1385876130.0,1,1,19,,not adopted
2966,2967,2012-07-23 20:20:09,ORG_INVITE,1343161209.0,0,0,49,8028.0,not adopted
2967,2968,2013-09-13 15:33:19,ORG_INVITE,1379086399.0,0,1,2,3445.0,not adopted
2968,2969,2013-11-13 17:10:42,PERSONAL_PROJECTS,1400433042.0,0,0,21,,adopted
2969,2970,2013-12-16 21:26:21,SIGNUP,1387315581.0,1,1,84,,not adopted
2970,2971,2013-05-19 07:14:24,PERSONAL_PROJECTS,,0,0,1,,
2971,2972,2013-11-07 21:35:27,PERSONAL_PROJECTS,1383860127.0,1,0,119,,not adopted
2972,2973,2012-06-03 11:34:07,GUEST_INVITE,1340364847.0,0,0,324,2499.0,not adopted
2973,2974,2013-11-25 00:54:41,ORG_INVITE,1401843281.0,0,0,24,9555.0,adopted
2974,2975,2013-05-27 23:26:10,ORG_INVITE,1369783570.0,1,1,16,9006.0,not adopted
2975,2976,2014-04-13 12:30:16,ORG_INVITE,1397651416.0,0,0,57,10886.0,not adopted
2976,2977,2014-04-30 23:35:57,ORG_INVITE,1398987357.0,1,0,72,6405.0,not adopted
2977,2978,2013-06-23 03:53:35,GUEST_INVITE,1371959615.0,0,0,17,7336.0,not adopted
2978,2979,2013-10-24 21:29:16,SIGNUP_GOOGLE_AUTH,1401830956.0,1,1,15,,adopted
2979,2980,2014-02-05 04:25:00,PERSONAL_PROJECTS,1391747100.0,1,1,7,,not adopted
2980,2981,2013-03-06 15:35:04,ORG_INVITE,1362584104.0,1,0,5,6493.0,not adopted
2981,2982,2014-05-22 21:10:31,SIGNUP,,0,0,114,,
2982,2983,2012-08-23 17:54:24,ORG_INVITE,,1,0,90,11712.0,
2983,2984,2013-10-24 20:19:42,PERSONAL_PROJECTS,1382645982.0,0,0,97,,not adopted
2984,2985,2012-12-12 06:06:11,GUEST_INVITE,1355292371.0,0,0,118,9434.0,not adopted
2985,2986,2012-06-17 18:36:44,ORG_INVITE,1340131004.0,1,1,149,1784.0,not adopted
2986,2987,2012-11-27 13:49:36,SIGNUP_GOOGLE_AUTH,1354024176.0,0,0,46,,not adopted
2987,2988,2014-03-17 18:42:09,SIGNUP,1395081729.0,1,1,17,,not adopted
2988,2989,2014-05-29 21:12:47,GUEST_INVITE,1401397967.0,0,0,36,2132.0,not adopted
2989,2990,2013-11-01 13:01:14,ORG_INVITE,1383483674.0,0,0,407,11007.0,not adopted
2990,2991,2014-02-24 23:58:30,ORG_INVITE,1393286310.0,0,0,115,2128.0,not adopted
2991,2992,2013-11-28 21:19:53,SIGNUP_GOOGLE_AUTH,1385846393.0,0,0,151,,not adopted
2992,2993,2013-08-02 01:39:14,PERSONAL_PROJECTS,1401586754.0,0,0,366,,adopted
2993,2994,2012-06-30 11:01:30,ORG_INVITE,1341054090.0,1,0,7,9296.0,not adopted
2994,2995,2012-10-03 18:38:16,SIGNUP,1349289496.0,0,0,67,,not adopted
2995,2996,2014-03-14 11:34:49,PERSONAL_PROJECTS,,0,0,1,,
2996,2997,2014-05-04 22:57:22,ORG_INVITE,1399330642.0,0,0,323,6664.0,not adopted
2997,2998,2012-06-22 03:46:32,SIGNUP_GOOGLE_AUTH,1342496792.0,0,0,218,,not adopted
2998,2999,2013-02-02 18:53:02,GUEST_INVITE,1359831182.0,1,0,136,8034.0,not adopted
2999,3000,2014-02-15 11:22:15,GUEST_INVITE,,0,0,5,8487.0,
3000,3001,2014-05-22 15:02:42,SIGNUP,1400857362.0,1,0,390,,not adopted
3001,3002,2012-09-29 12:44:59,SIGNUP_GOOGLE_AUTH,1349009099.0,0,0,191,,not adopted
3002,3003,2013-06-19 21:23:17,PERSONAL_PROJECTS,,0,0,1,,
3003,3004,2013-11-28 20:59:22,PERSONAL_PROJECTS,1386017962.0,0,1,14,,not adopted
3004,3005,2012-09-29 04:47:00,SIGNUP,1348980420.0,0,0,17,,not adopted
3005,3006,2013-12-06 06:37:23,ORG_INVITE,1386398243.0,0,0,62,5483.0,not adopted
3006,3007,2014-01-31 00:30:41,SIGNUP_GOOGLE_AUTH,1391301041.0,0,0,0,,not adopted
3007,3008,2013-09-28 00:56:33,SIGNUP_GOOGLE_AUTH,1380588993.0,0,0,12,,not adopted
3008,3009,2012-09-12 11:12:48,SIGNUP,1349521968.0,0,0,271,,not adopted
3009,3010,2013-05-13 00:53:05,PERSONAL_PROJECTS,,0,0,256,,
3010,3011,2012-09-03 07:45:02,ORG_INVITE,,0,0,243,3011.0,
3011,3012,2013-03-11 16:15:29,ORG_INVITE,1363104929.0,1,1,227,4908.0,not adopted
3012,3013,2012-12-13 06:22:24,PERSONAL_PROJECTS,1355466144.0,0,0,20,,not adopted
3013,3014,2014-03-05 19:46:39,ORG_INVITE,1401392799.0,0,0,291,5101.0,adopted
3014,3015,2013-04-20 01:46:27,PERSONAL_PROJECTS,1366422387.0,0,0,86,,not adopted
3015,3016,2013-01-26 13:21:25,SIGNUP_GOOGLE_AUTH,1359292885.0,0,0,76,,not adopted
3016,3017,2013-04-30 22:22:40,SIGNUP,1400970160.0,1,0,235,,adopted
3017,3018,2013-12-11 08:18:40,ORG_INVITE,1401005920.0,0,1,214,1672.0,adopted
3018,3019,2013-04-26 23:40:26,ORG_INVITE,1367019626.0,0,0,203,5975.0,not adopted
3019,3020,2014-05-18 12:45:01,ORG_INVITE,1400589901.0,1,1,54,6723.0,not adopted
3020,3021,2014-04-29 11:32:57,ORG_INVITE,1398771177.0,0,0,86,8475.0,not adopted
